Режим подачи заявки,Порядок подачи заявки,Направление,Дневная/вечерняя форма обучения,Предыдущее образование,Предыдущее образование (оценка),Вступительный балл,Перемещенный,Образовательные специальные потребности,Пол,Возраст при зачислении,Получатель стипендии,Международный статус,Уровень безработицы,Уровень инфляции,ВВП
18,3,9070,1,1,138.0,125.1,1,0,0,19,1,0,15.5,2.8,-4.06
17,1,9773,1,1,116.0,115.7,1,0,0,19,0,0,12.4,0.5,1.79
1,3,9853,1,1,122.0,112.6,1,0,0,23,0,0,7.6,2.6,0.32
1,3,9773,1,1,131.0,127.2,1,0,0,18,1,0,12.4,0.5,1.79
44,1,9130,1,39,140.0,140.0,0,0,0,19,0,0,12.7,3.7,-1.7
44,1,9003,1,39,140.0,140.0,1,0,0,20,0,0,12.4,0.5,1.79
1,4,9238,1,1,127.0,120.4,1,0,0,19,1,0,11.1,0.6,2.02
39,1,9085,1,19,133.1,100.0,1,0,0,26,1,0,13.9,-0.3,0.79
1,1,9238,1,1,117.0,113.5,1,0,0,18,1,0,11.1,0.6,2.02
1,1,9085,1,1,150.0,132.1,1,0,0,29,0,0,12.7,3.7,-1.7
44,1,9003,1,39,160.0,160.0,1,0,0,20,0,0,16.2,0.3,-0.92
1,1,9070,1,1,128.0,126.3,1,0,0,19,0,0,15.5,2.8,-4.06
44,1,9085,1,39,160.0,160.0,1,0,0,23,0,0,12.4,0.5,1.79
43,1,9556,1,1,126.0,100.0,0,0,0,25,0,0,10.8,1.4,1.74
18,1,9500,1,1,135.0,125.8,1,0,0,18,0,0,10.8,1.4,1.74
1,3,9070,1,1,139.0,142.2,1,0,0,19,1,0,9.4,-0.8,-3.12
17,2,9853,1,1,125.0,119.4,1,0,0,18,0,0,12.4,0.5,1.79
1,2,9500,1,1,106.0,106.4,1,0,0,19,1,0,12.4,0.5,1.79
7,1,8014,0,40,120.0,120.0,0,0,0,36,0,0,8.9,1.4,3.51
44,1,9003,1,39,150.0,150.0,0,0,1,20,1,0,15.5,2.8,-4.06
17,2,171,1,1,130.0,148.6,1,0,1,20,0,1,11.1,0.6,2.02
1,1,9238,1,1,116.0,108.7,1,0,1,18,0,0,11.1,0.6,2.02
44,1,9003,1,39,130.0,130.0,0,0,1,19,0,0,12.4,0.5,1.79
17,1,9238,1,1,140.0,124.6,1,0,1,20,0,0,8.9,1.4,3.51
1,2,9500,1,1,134.0,131.0,1,0,1,18,0,0,15.5,2.8,-4.06
44,1,9130,1,39,130.0,130.0,1,0,1,20,0,0,12.4,0.5,1.79
18,1,9119,1,1,122.0,116.1,1,0,1,24,0,0,9.4,-0.8,-3.12
17,1,9773,1,1,128.0,125.6,1,0,1,19,0,0,8.9,1.4,3.51
17,1,9119,1,1,130.0,121.3,1,0,1,18,0,0,7.6,2.6,0.32
1,3,9119,1,1,113.0,107.4,1,0,1,18,0,0,8.9,1.4,3.51
1,1,9254,1,1,126.0,116.9,0,0,1,18,0,0,8.9,1.4,3.51
43,2,9670,1,1,135.0,123.5,1,0,1,22,0,0,16.2,0.3,-0.92
1,1,9670,1,1,141.0,130.5,0,0,1,19,0,0,11.1,0.6,2.02
39,1,9085,1,12,133.1,140.0,1,0,0,32,0,0,13.9,-0.3,0.79
17,1,9853,1,1,133.1,117.1,1,0,0,21,1,0,7.6,2.6,0.32
18,1,9500,1,1,144.0,127.5,1,0,0,19,1,0,12.7,3.7,-1.7
43,1,8014,0,1,140.0,126.0,0,0,0,39,1,0,12.7,3.7,-1.7
43,1,8014,0,10,100.0,113.0,1,0,0,30,0,0,7.6,2.6,0.32
1,1,9147,1,1,135.0,130.1,1,0,0,18,0,0,9.4,-0.8,-3.12
43,1,9991,0,1,130.0,110.0,1,0,0,38,0,0,7.6,2.6,0.32
1,3,9070,1,1,147.0,135.8,1,0,0,20,0,0,9.4,-0.8,-3.12
39,1,8014,0,19,149.0,126.3,0,0,0,55,0,0,7.6,2.6,0.32
27,1,9070,1,2,130.0,130.0,0,0,0,53,0,0,7.6,2.6,0.32
39,1,8014,0,1,120.0,104.0,0,0,0,54,0,0,7.6,2.6,0.32
43,1,9500,1,1,125.0,123.6,1,0,0,18,1,0,7.6,2.6,0.32
39,1,8014,0,1,133.1,121.0,0,0,0,44,0,0,8.9,1.4,3.51
43,1,9238,1,1,149.0,130.5,1,0,0,28,0,0,10.8,1.4,1.74
7,1,8014,0,43,180.0,180.0,0,0,0,37,0,0,8.9,1.4,3.51
43,1,9238,1,1,110.0,112.5,1,0,0,20,0,0,7.6,2.6,0.32
1,3,9500,1,1,131.0,126.1,1,0,0,18,0,0,15.5,2.8,-4.06
1,1,9238,1,1,117.0,111.8,1,0,1,19,0,0,8.9,1.4,3.51
17,1,9003,1,1,120.0,131.4,1,0,1,23,1,0,15.5,2.8,-4.06
17,1,9238,1,1,160.0,144.3,0,0,1,22,0,0,13.9,-0.3,0.79
39,1,9254,1,1,100.0,115.0,0,0,1,24,0,0,11.1,0.6,2.02
44,1,9003,1,39,140.0,120.0,1,0,1,22,0,0,12.4,0.5,1.79
39,1,9003,1,1,160.0,168.6,0,0,1,26,0,0,13.9,-0.3,0.79
17,6,9773,1,1,141.0,127.7,1,0,1,18,0,0,9.4,-0.8,-3.12
44,1,9130,1,39,130.0,150.0,0,0,1,24,0,0,11.1,0.6,2.02
1,1,9119,1,1,142.0,129.8,1,0,1,18,0,0,10.8,1.4,1.74
1,1,171,1,1,130.0,135.6,1,0,1,26,0,0,11.1,0.6,2.02
39,1,9254,1,19,133.1,100.0,0,0,1,27,0,0,16.2,0.3,-0.92
44,1,9003,1,39,140.0,140.0,1,0,1,20,1,0,12.4,0.5,1.79
1,1,9119,1,1,129.0,124.1,1,0,1,19,0,0,7.6,2.6,0.32
1,1,9085,1,1,148.0,131.6,0,0,1,18,1,0,11.1,0.6,2.02
1,3,9500,1,1,143.0,129.0,1,0,1,18,0,0,10.8,1.4,1.74
17,1,9670,1,1,128.0,135.7,1,0,1,19,0,0,10.8,1.4,1.74
43,1,9070,1,1,100.0,108.0,1,0,1,34,0,0,7.6,2.6,0.32
1,1,9238,1,1,116.0,110.8,1,0,1,19,0,0,16.2,0.3,-0.92
1,1,9773,1,1,128.0,124.5,0,0,1,19,1,0,9.4,-0.8,-3.12
39,1,9003,1,1,120.0,100.0,0,0,1,30,0,0,15.5,2.8,-4.06
43,1,9773,1,1,121.0,123.8,0,0,1,22,0,0,10.8,1.4,1.74
17,1,9147,1,1,137.0,131.4,0,0,1,19,0,0,15.5,2.8,-4.06
1,1,9147,1,1,115.0,118.5,0,0,1,21,0,0,7.6,2.6,0.32
1,2,171,1,1,129.0,122.0,1,0,1,22,0,0,7.6,2.6,0.32
1,1,9254,1,1,125.0,122.9,0,0,1,19,1,0,10.8,1.4,1.74
1,1,9238,1,1,125.0,118.7,0,0,1,20,0,0,15.5,2.8,-4.06
39,1,9003,1,19,133.1,100.0,1,0,1,35,0,0,13.9,-0.3,0.79
16,2,9147,1,1,131.0,135.9,1,0,1,20,0,0,7.6,2.6,0.32
1,1,9130,1,1,133.1,138.4,0,0,1,21,0,0,7.6,2.6,0.32
39,1,9085,1,12,133.1,128.2,0,0,1,27,0,0,7.6,2.6,0.32
43,1,9773,1,1,114.0,107.4,1,0,1,26,0,0,9.4,-0.8,-3.12
17,1,9773,1,1,127.0,129.8,0,0,1,20,0,0,10.8,1.4,1.74
39,1,9003,1,1,130.0,100.0,0,0,1,28,0,0,15.5,2.8,-4.06
1,3,9773,1,1,121.0,113.0,1,0,1,19,0,0,11.1,0.6,2.02
43,1,9991,0,1,120.0,107.0,0,0,1,47,0,0,12.7,3.7,-1.7
39,1,9773,1,12,120.0,130.0,0,0,1,55,0,0,10.8,1.4,1.74
43,1,9003,1,1,120.0,120.0,1,0,1,39,0,0,16.2,0.3,-0.92
1,1,9003,1,1,120.0,120.5,1,0,1,35,0,0,15.5,2.8,-4.06
39,1,9238,1,1,133.1,120.5,0,0,1,32,0,0,7.6,2.6,0.32
1,4,9773,1,1,124.0,137.0,1,0,1,20,0,0,8.9,1.4,3.51
39,1,9254,1,1,150.0,115.0,0,0,1,36,0,0,12.7,3.7,-1.7
39,1,9991,0,19,133.1,142.7,0,0,1,34,1,0,16.2,0.3,-0.92
1,1,9670,1,1,116.0,116.7,1,0,1,21,0,0,9.4,-0.8,-3.12
43,1,9991,0,1,133.1,136.1,0,0,1,42,1,0,13.9,-0.3,0.79
39,1,9003,1,19,133.1,134.3,0,0,1,25,0,0,12.4,0.5,1.79
18,1,9773,1,1,167.0,153.0,1,0,1,18,1,0,8.9,1.4,3.51
1,1,9773,1,1,140.0,132.0,0,0,1,18,1,0,12.7,3.7,-1.7
1,2,9238,1,1,124.0,129.6,1,0,1,19,0,0,7.6,2.6,0.32
43,1,9085,1,1,110.0,105.0,0,0,1,34,0,0,13.9,-0.3,0.79
17,2,9773,1,1,150.0,130.8,0,0,1,20,0,0,10.8,1.4,1.74
1,1,9500,1,1,123.0,119.7,0,0,1,20,0,0,13.9,-0.3,0.79
17,1,9500,1,1,152.0,132.5,0,0,1,21,0,0,10.8,1.4,1.74
44,1,9003,1,39,130.0,130.0,1,0,1,19,0,0,12.4,0.5,1.79
39,1,9085,1,1,133.1,120.0,0,0,1,31,0,0,9.4,-0.8,-3.12
17,1,9670,1,1,133.1,150.0,0,0,1,21,0,0,11.1,0.6,2.02
1,1,9147,1,1,124.0,115.6,0,0,1,20,1,0,13.9,-0.3,0.79
43,2,9500,1,6,119.1,119.1,0,0,1,22,0,0,7.6,2.6,0.32
1,2,9070,1,1,128.0,123.5,1,1,1,19,0,0,9.4,-0.8,-3.12
39,1,9130,1,1,133.1,120.0,1,0,1,41,0,0,12.7,3.7,-1.7
43,1,9500,1,19,133.1,110.0,1,0,1,27,0,0,7.6,2.6,0.32
17,1,9500,1,1,145.0,131.4,0,0,0,19,0,0,13.9,-0.3,0.79
18,2,9500,1,1,141.0,126.8,1,0,0,20,1,1,9.4,-0.8,-3.12
43,4,9500,1,6,118.9,118.9,1,0,0,19,1,0,7.6,2.6,0.32
39,1,9991,0,1,160.0,160.0,0,0,0,35,0,0,15.5,2.8,-4.06
17,5,9773,1,1,111.0,115.9,1,0,0,22,0,0,13.9,-0.3,0.79
1,2,9254,1,1,111.0,109.3,1,0,0,20,1,0,11.1,0.6,2.02
1,1,9670,1,1,123.0,113.9,1,0,0,18,0,0,10.8,1.4,1.74
1,1,9238,1,1,133.0,121.8,1,0,0,18,1,0,12.4,0.5,1.79
7,1,9500,1,3,140.0,140.0,0,0,0,30,0,0,10.8,1.4,1.74
18,1,9238,1,1,122.0,114.7,0,0,0,18,1,0,11.1,0.6,2.02
1,1,9254,1,1,128.0,120.0,1,0,0,20,1,0,12.4,0.5,1.79
1,1,9238,1,1,108.0,107.3,0,1,0,19,1,0,12.4,0.5,1.79
17,1,9085,1,1,139.0,136.2,0,0,0,19,0,0,7.6,2.6,0.32
1,2,9556,1,1,130.0,119.5,1,0,0,21,1,0,15.5,2.8,-4.06
18,1,9853,1,1,133.1,106.0,1,0,0,21,0,0,8.9,1.4,3.51
1,4,9670,1,1,130.0,124.1,1,0,0,18,0,0,8.9,1.4,3.51
1,3,9147,1,1,143.0,133.2,1,0,0,18,1,0,12.7,3.7,-1.7
39,1,9085,1,1,110.0,110.0,0,0,0,35,0,0,9.4,-0.8,-3.12
1,6,9500,1,1,120.0,114.8,1,0,0,21,0,1,11.1,0.6,2.02
1,1,9500,1,1,140.0,130.0,1,0,1,18,1,0,7.6,2.6,0.32
17,5,9070,1,1,125.0,122.6,1,0,1,22,0,0,9.4,-0.8,-3.12
17,1,9500,1,1,134.0,133.5,1,0,1,20,1,0,15.5,2.8,-4.06
39,1,9254,1,1,130.0,120.0,1,0,0,34,0,0,9.4,-0.8,-3.12
7,1,9147,1,3,120.0,120.0,0,0,0,33,0,0,10.8,1.4,1.74
1,3,9500,1,1,142.0,137.3,1,0,0,22,1,0,7.6,2.6,0.32
17,3,9254,1,1,127.0,123.5,1,0,0,20,1,0,7.6,2.6,0.32
39,1,9147,1,1,140.0,131.8,0,0,0,35,0,0,10.8,1.4,1.74
39,1,9147,1,1,140.0,130.0,1,0,0,39,0,0,9.4,-0.8,-3.12
18,6,9500,1,1,142.0,128.0,1,0,0,19,0,0,11.1,0.6,2.02
39,1,9254,1,1,120.0,95.0,0,0,0,36,1,0,10.8,1.4,1.74
1,2,9500,1,1,124.0,116.0,1,0,0,21,1,0,12.7,3.7,-1.7
1,1,9238,1,1,157.0,136.7,1,0,0,22,0,0,9.4,-0.8,-3.12
39,1,9238,1,1,126.6,107.5,0,0,0,42,1,0,11.1,0.6,2.02
39,1,9119,1,1,110.0,108.4,1,0,0,34,0,0,10.8,1.4,1.74
17,1,9773,1,1,144.0,130.7,1,0,0,20,0,0,7.6,2.6,0.32
44,1,8014,0,39,160.0,155.9,0,0,0,33,0,0,13.9,-0.3,0.79
1,4,9254,1,1,105.0,106.1,1,0,0,20,0,0,13.9,-0.3,0.79
1,2,9670,1,1,130.0,128.6,1,0,0,19,0,0,7.6,2.6,0.32
43,1,9991,0,3,140.0,140.0,0,0,0,34,0,0,16.2,0.3,-0.92
1,1,9147,1,1,138.0,145.0,1,0,0,18,0,0,7.6,2.6,0.32
17,1,8014,0,1,120.0,113.0,0,0,0,24,1,0,10.8,1.4,1.74
1,1,9853,1,1,135.0,137.1,1,0,0,18,0,0,7.6,2.6,0.32
1,1,9670,1,1,119.0,119.7,1,0,0,20,0,0,7.6,2.6,0.32
17,1,9500,1,1,121.0,120.5,1,0,0,21,0,0,10.8,1.4,1.74
1,5,9238,1,1,126.0,125.7,1,0,0,19,1,0,9.4,-0.8,-3.12
17,4,9500,1,1,132.0,125.5,0,0,0,19,1,0,15.5,2.8,-4.06
1,1,9238,1,1,128.0,124.5,1,0,0,18,1,0,12.4,0.5,1.79
39,1,8014,0,1,160.0,126.0,0,0,0,38,1,0,13.9,-0.3,0.79
1,1,171,1,1,125.0,136.2,1,0,1,21,0,0,8.9,1.4,3.51
43,1,9147,1,1,127.0,124.2,1,0,1,23,0,1,15.5,2.8,-4.06
17,5,9500,1,1,147.0,138.5,1,0,0,19,0,0,9.4,-0.8,-3.12
1,2,9773,1,1,130.0,122.3,1,0,0,18,0,0,13.9,-0.3,0.79
1,6,171,1,1,134.0,126.0,1,0,0,18,1,0,9.4,-0.8,-3.12
39,1,9003,1,1,140.0,135.4,1,0,0,24,0,0,12.4,0.5,1.79
1,1,9773,1,1,151.0,146.5,0,0,0,18,1,1,12.7,3.7,-1.7
1,1,9130,1,1,132.0,121.9,1,0,0,18,0,0,13.9,-0.3,0.79
7,1,9991,0,40,130.0,130.0,0,0,0,26,0,0,11.1,0.6,2.02
1,1,9147,1,1,126.0,115.2,0,0,0,19,0,0,12.4,0.5,1.79
18,3,9670,1,1,119.0,115.2,1,0,0,19,1,0,12.7,3.7,-1.7
1,1,9254,1,1,123.0,125.1,0,0,0,19,0,0,16.2,0.3,-0.92
1,1,9130,1,1,106.0,108.0,1,0,0,20,0,0,9.4,-0.8,-3.12
1,3,9254,1,1,121.0,125.9,1,0,0,22,0,0,9.4,-0.8,-3.12
1,2,9500,1,1,138.0,128.0,1,0,0,19,0,0,11.1,0.6,2.02
1,5,9500,1,1,118.0,113.5,1,0,0,20,0,0,12.4,0.5,1.79
39,1,9147,1,1,120.0,124.6,0,0,0,36,0,0,10.8,1.4,1.74
39,1,9853,1,19,133.1,116.0,1,0,0,29,0,0,11.1,0.6,2.02
17,3,9238,1,1,141.0,124.9,1,0,0,19,0,0,12.7,3.7,-1.7
39,1,9147,1,1,180.0,140.5,0,0,0,24,0,0,13.9,-0.3,0.79
39,1,9003,1,1,180.0,179.6,0,0,0,27,0,0,8.9,1.4,3.51
17,1,9773,1,1,115.0,116.1,1,0,0,18,1,0,13.9,-0.3,0.79
17,2,171,1,1,142.0,139.4,1,0,0,18,1,0,15.5,2.8,-4.06
17,4,9556,1,1,135.0,129.0,1,0,0,21,0,0,12.7,3.7,-1.7
39,1,9670,1,1,150.0,135.6,0,0,0,43,1,0,12.4,0.5,1.79
43,1,9147,1,1,153.0,147.8,0,0,0,18,1,0,16.2,0.3,-0.92
18,1,9085,1,1,153.0,138.0,1,0,0,21,1,0,8.9,1.4,3.51
7,1,9147,1,3,150.0,150.0,0,0,0,26,0,0,9.4,-0.8,-3.12
1,6,9500,1,1,144.0,130.8,1,0,0,19,1,0,12.7,3.7,-1.7
1,1,9085,1,1,130.0,122.6,0,0,0,18,0,0,7.6,2.6,0.32
1,1,9773,1,1,125.0,119.1,1,0,0,22,0,0,9.4,-0.8,-3.12
39,1,9500,1,19,133.1,111.8,1,0,0,27,0,0,11.1,0.6,2.02
1,3,9147,1,1,133.0,125.0,1,0,0,18,0,0,9.4,-0.8,-3.12
17,1,9085,1,1,140.0,129.9,0,0,0,19,0,0,9.4,-0.8,-3.12
17,4,9500,1,1,133.0,131.1,1,0,0,18,0,0,13.9,-0.3,0.79
1,1,9085,1,1,154.0,141.4,0,0,0,19,1,0,11.1,0.6,2.02
39,1,9085,1,1,133.1,120.0,0,0,0,32,0,0,11.1,0.6,2.02
42,1,9500,1,1,168.0,133.4,1,0,0,23,0,0,15.5,2.8,-4.06
17,3,9500,1,1,132.0,127.3,1,0,0,20,0,0,7.6,2.6,0.32
1,1,171,1,1,133.1,131.8,1,0,0,20,0,0,8.9,1.4,3.51
17,1,9238,1,1,120.0,114.8,1,0,0,19,0,0,16.2,0.3,-0.92
1,3,9500,1,1,150.0,132.8,1,0,0,18,1,0,9.4,-0.8,-3.12
44,1,9003,1,39,140.0,140.0,0,0,0,21,0,0,15.5,2.8,-4.06
1,1,9500,1,1,103.0,108.3,0,0,0,20,1,0,11.1,0.6,2.02
44,1,9085,1,39,150.0,150.0,1,0,0,22,0,0,12.4,0.5,1.79
44,1,9991,0,39,160.0,160.0,0,0,0,26,0,0,12.7,3.7,-1.7
1,1,9070,1,1,131.0,131.7,1,0,0,20,0,0,12.7,3.7,-1.7
1,1,9500,1,1,114.0,112.6,1,0,0,19,0,0,16.2,0.3,-0.92
39,1,9991,0,1,120.0,111.1,0,0,0,31,0,0,7.6,2.6,0.32
43,3,9500,1,1,140.0,127.5,1,0,0,20,1,0,15.5,2.8,-4.06
43,1,9085,1,1,130.0,120.2,1,0,0,20,0,0,10.8,1.4,1.74
17,4,9500,1,1,121.0,118.9,1,0,0,21,0,0,16.2,0.3,-0.92
1,4,9500,1,1,130.0,119.9,1,0,0,18,0,0,12.4,0.5,1.79
17,2,9500,1,1,141.0,127.3,1,0,0,19,1,0,7.6,2.6,0.32
1,1,9853,1,1,131.0,127.9,1,0,0,18,1,0,13.9,-0.3,0.79
39,1,9773,1,38,133.1,133.0,0,0,0,40,0,0,16.2,0.3,-0.92
17,6,9238,1,1,117.0,114.6,0,0,0,18,1,0,13.9,-0.3,0.79
1,2,9085,1,1,151.0,144.5,1,0,0,18,0,0,8.9,1.4,3.51
17,1,9500,1,1,131.0,125.4,1,0,0,19,0,0,15.5,2.8,-4.06
17,1,9238,1,1,145.0,145.0,0,0,0,19,1,0,12.4,0.5,1.79
39,1,9003,1,1,135.0,138.1,0,0,0,28,0,0,8.9,1.4,3.51
17,1,9070,1,1,119.0,124.6,1,0,0,20,0,0,7.6,2.6,0.32
1,2,9773,1,1,122.0,130.8,1,0,0,18,0,0,9.4,-0.8,-3.12
1,2,9500,1,1,155.0,140.5,1,0,0,18,0,0,7.6,2.6,0.32
1,1,9085,1,1,123.0,124.1,1,0,0,20,1,0,9.4,-0.8,-3.12
43,1,9238,1,1,130.0,118.4,0,0,0,28,0,0,16.2,0.3,-0.92
15,1,9853,1,1,133.1,128.2,0,0,0,23,0,1,8.9,1.4,3.51
1,1,9853,1,1,114.0,109.5,1,0,0,19,0,0,16.2,0.3,-0.92
17,1,9238,1,1,137.0,131.1,1,0,0,18,1,0,8.9,1.4,3.51
1,3,9773,1,1,161.0,137.9,0,0,0,20,1,1,10.8,1.4,1.74
1,1,171,1,1,133.1,128.2,1,0,0,20,0,0,11.1,0.6,2.02
39,1,9991,0,1,133.1,126.5,0,0,0,27,0,0,7.6,2.6,0.32
1,1,9853,1,1,128.0,120.0,1,0,0,18,0,0,12.7,3.7,-1.7
39,2,9556,1,19,133.1,123.0,0,0,0,37,1,0,10.8,1.4,1.74
7,1,9500,1,40,130.0,130.0,0,0,0,42,0,0,12.4,0.5,1.79
17,6,9500,1,1,147.0,141.1,1,0,0,20,0,0,13.9,-0.3,0.79
39,1,9119,1,1,140.0,140.0,0,0,1,34,0,0,15.5,2.8,-4.06
42,1,9119,1,1,140.0,133.6,1,0,1,22,0,0,10.8,1.4,1.74
39,2,9254,1,19,133.1,123.5,0,0,1,39,0,0,12.4,0.5,1.79
1,1,9500,1,1,141.0,136.3,1,0,1,18,1,0,7.6,2.6,0.32
1,2,9070,1,1,128.0,123.5,1,0,1,21,1,0,8.9,1.4,3.51
39,1,9085,1,1,150.0,112.0,0,0,1,34,0,0,10.8,1.4,1.74
44,1,9003,1,39,160.0,160.0,0,0,1,22,1,0,16.2,0.3,-0.92
39,1,9003,1,1,133.1,110.0,0,0,1,31,0,0,16.2,0.3,-0.92
18,3,9853,1,1,128.0,116.8,1,0,1,19,0,0,10.8,1.4,1.74
17,5,9254,1,1,114.0,109.5,0,0,1,19,0,0,10.8,1.4,1.74
39,1,9556,1,19,133.1,100.0,0,0,1,31,0,0,15.5,2.8,-4.06
5,1,9147,1,1,126.0,117.3,1,0,0,19,0,0,13.9,-0.3,0.79
39,2,9670,1,1,133.1,130.0,0,0,0,30,0,1,9.4,-0.8,-3.12
51,1,9500,1,1,129.0,137.8,1,0,0,20,1,0,11.1,0.6,2.02
17,1,9500,1,1,140.0,136.5,1,0,0,18,1,0,12.4,0.5,1.79
39,1,9991,0,1,133.1,138.7,0,0,0,31,0,0,10.8,1.4,1.74
17,1,9254,1,1,134.0,124.9,1,0,0,19,0,0,7.6,2.6,0.32
39,1,8014,0,1,133.1,140.0,0,0,0,43,1,0,8.9,1.4,3.51
17,2,9254,1,1,132.0,122.6,1,0,0,20,1,0,13.9,-0.3,0.79
1,2,9500,1,1,131.0,129.5,1,0,0,19,1,0,9.4,-0.8,-3.12
1,1,9670,1,1,133.1,155.0,0,0,0,22,0,0,9.4,-0.8,-3.12
1,1,8014,0,1,133.1,100.0,0,0,0,26,0,0,16.2,0.3,-0.92
18,1,9147,1,1,160.0,137.6,1,0,0,19,1,0,10.8,1.4,1.74
7,1,9500,1,3,120.0,120.0,1,0,0,29,0,0,12.7,3.7,-1.7
15,1,9556,1,1,114.0,114.0,0,0,0,20,0,1,8.9,1.4,3.51
1,1,9991,0,1,140.0,139.0,0,0,0,38,1,0,9.4,-0.8,-3.12
39,1,9003,1,1,100.0,110.0,0,0,0,41,0,0,15.5,2.8,-4.06
1,6,9500,1,1,139.0,128.5,1,0,0,19,0,0,12.7,3.7,-1.7
1,1,9070,1,1,136.0,132.2,0,0,0,19,0,0,10.8,1.4,1.74
7,1,9500,1,3,130.0,130.0,0,0,0,43,0,0,16.2,0.3,-0.92
17,1,9130,1,1,145.0,129.3,1,0,0,19,0,0,10.8,1.4,1.74
1,1,171,1,1,133.1,128.2,1,0,1,19,1,0,8.9,1.4,3.51
1,6,9500,1,1,146.0,130.3,1,0,1,18,0,0,9.4,-0.8,-3.12
1,1,171,1,1,159.0,162.5,1,0,1,19,0,0,16.2,0.3,-0.92
39,1,8014,0,19,133.1,130.0,0,0,1,38,0,0,9.4,-0.8,-3.12
7,1,9130,1,2,110.0,110.0,1,0,1,37,0,0,16.2,0.3,-0.92
39,1,9670,1,1,120.0,142.3,1,0,0,26,1,0,10.8,1.4,1.74
17,1,9238,1,1,130.0,122.0,1,0,0,21,1,0,12.7,3.7,-1.7
1,3,9085,1,1,158.0,153.6,1,0,0,18,1,0,8.9,1.4,3.51
1,1,9853,1,1,122.0,112.9,0,0,0,18,0,0,16.2,0.3,-0.92
1,1,9085,1,1,140.0,124.1,0,0,0,18,0,0,9.4,-0.8,-3.12
17,1,9238,1,1,136.0,129.7,0,0,0,19,0,0,15.5,2.8,-4.06
1,1,9773,1,1,111.0,110.0,1,0,0,18,0,0,11.1,0.6,2.02
17,2,9500,1,1,145.0,136.3,1,0,0,18,0,0,12.7,3.7,-1.7
17,1,9238,1,1,133.1,146.0,0,0,0,19,1,0,8.9,1.4,3.51
1,1,9500,1,1,140.0,129.9,0,0,0,19,0,0,16.2,0.3,-0.92
1,1,9254,1,1,140.0,140.9,1,0,0,18,1,0,12.7,3.7,-1.7
1,1,9500,1,1,156.0,135.5,0,0,0,18,0,0,12.7,3.7,-1.7
1,1,9500,1,1,132.0,122.0,1,0,0,20,1,0,10.8,1.4,1.74
53,1,9556,1,42,140.0,140.0,0,0,0,22,1,0,8.9,1.4,3.51
1,1,9130,1,1,164.0,163.0,0,0,0,18,0,0,7.6,2.6,0.32
17,4,9254,1,1,113.0,107.4,1,0,0,19,1,0,12.4,0.5,1.79
1,1,9254,1,1,122.0,114.3,1,0,0,20,1,0,7.6,2.6,0.32
43,1,9070,1,1,150.0,140.8,0,0,0,19,0,0,10.8,1.4,1.74
1,2,9773,1,1,135.0,126.3,1,1,0,20,1,0,8.9,1.4,3.51
39,1,9085,1,1,133.1,110.0,0,0,0,28,0,0,11.1,0.6,2.02
1,2,9085,1,1,122.0,126.2,0,0,0,19,0,0,12.4,0.5,1.79
42,1,9003,1,39,140.0,140.0,0,0,0,22,0,0,15.5,2.8,-4.06
1,1,9085,1,1,138.0,123.0,1,0,0,19,0,0,15.5,2.8,-4.06
1,3,9773,1,1,130.0,157.0,1,0,0,18,0,0,13.9,-0.3,0.79
5,1,9130,1,1,157.0,149.7,1,0,0,18,0,0,8.9,1.4,3.51
43,1,9130,1,1,140.0,140.0,1,0,0,22,0,0,12.7,3.7,-1.7
53,1,9085,1,42,170.0,170.0,0,0,0,20,0,0,8.9,1.4,3.51
39,1,9991,0,1,150.0,130.2,0,0,0,24,1,0,16.2,0.3,-0.92
17,1,171,1,1,146.0,135.5,1,0,0,22,0,0,11.1,0.6,2.02
43,1,8014,0,1,120.0,118.3,0,0,0,20,0,0,12.7,3.7,-1.7
1,1,9556,1,1,118.0,116.3,1,0,0,20,1,0,12.7,3.7,-1.7
7,1,8014,0,3,120.0,120.0,0,0,0,35,0,0,10.8,1.4,1.74
1,1,9670,1,1,154.0,154.7,0,0,0,18,1,0,9.4,-0.8,-3.12
17,2,9238,1,1,139.0,132.7,1,0,0,19,0,0,9.4,-0.8,-3.12
18,1,9500,1,1,136.0,130.8,0,0,0,18,0,0,16.2,0.3,-0.92
1,2,9254,1,1,130.0,122.7,1,0,0,18,0,0,7.6,2.6,0.32
39,1,9238,1,19,133.1,130.0,0,0,0,31,0,0,9.4,-0.8,-3.12
17,1,9238,1,1,133.0,123.6,0,0,0,19,1,0,15.5,2.8,-4.06
18,1,9500,1,1,143.0,116.5,1,0,0,20,1,0,15.5,2.8,-4.06
17,3,9085,1,1,117.0,111.1,0,0,0,21,0,0,15.5,2.8,-4.06
1,3,9500,1,1,145.0,136.3,1,0,0,18,1,0,12.7,3.7,-1.7
1,5,9070,1,1,134.0,129.8,1,0,0,18,0,0,9.4,-0.8,-3.12
39,1,9991,0,1,170.0,134.7,0,0,0,33,0,0,10.8,1.4,1.74
1,2,9670,1,1,143.0,131.8,1,0,0,18,1,0,12.4,0.5,1.79
1,1,171,1,1,140.0,126.8,1,0,0,18,1,0,12.7,3.7,-1.7
1,1,9085,1,1,131.0,130.7,0,0,0,21,0,0,10.8,1.4,1.74
17,3,9254,1,1,115.0,109.8,1,0,0,19,0,0,10.8,1.4,1.74
7,1,9991,0,3,130.0,133.9,0,0,0,28,0,0,16.2,0.3,-0.92
